age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
57,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,<=50 Galleons,75488,79636.4,18,Yes
39,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,26968,45489.4,17,Yes
22,Specialism in a magical field,Never-married,Hogwarts Professor,Pureblood,Female,,<=50 Galleons,86382,91644.6,18,Yes
24,Specialism in a magical field,Never-married,Other,Half-blood,Male,,<=50 Galleons,12888,40199.4,13,Yes
37,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,73734,80596.20000000001,45,Yes
59,Charms Scholar,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,51804,64251.200000000004,41,No
30,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,73786,80896.8,22,Yes
50,Specialism in a magical field,Divorced,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,7691,35659.8,13,No
26,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,59698,72465.4,23,No
62,Aurors Specialism,Widowed,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,68019,75433.20000000001,27,Yes
58,Specialism in a magical field,Married,Other,Pureblood,Male,40.0,<=50 Galleons,56976,67782.8,27,Yes
63,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,45.0,>50 Galleons,40373,48580.4,35,Yes
45,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,48787,56509.6,44,Yes
34,Hogwarts Graduate,Divorced,Hogwarts Professor,Pureblood,Female,37.0,<=50 Galleons,26342,46094.600000000006,22,Yes
21,Specialism in a magical field,Never-married,Other,Half-blood,Male,,<=50 Galleons,45344,52984.200000000004,25,Yes
24,Dropout,Divorced,Auror,Half-blood,Female,35.0,<=50 Galleons,5971,34033.8,22,No
24,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,30.0,>50 Galleons,63883,71721.4,42,Yes
49,Dropout,Married,Other,Half-blood,Male,32.0,<=50 Galleons,44226,51414.8,27,No
26,Dropout,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,-826,19311.2,23,No
32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,11169,28871.2,28,Yes
42,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,54575,66588.0,21,No
29,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,83729,95120.2,26,No
47,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,50.0,>50 Galleons,73780,82208.0,40,Yes
58,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,40065,51779.0,34,Yes
64,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,51546,63275.8,39,No
34,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,64.0,>50 Galleons,73602,82267.6,38,Yes
32,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,33666,44943.8,24,Yes
68,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,55090,73177.0,18,Yes
38,Specialism in a magical field,Married,Potioneer,Half-blood,Male,52.0,>50 Galleons,52843,58298.4,45,No
29,Hogwarts Graduate,Divorced,Magical Librarian,Half-blood,Male,,<=50 Galleons,90505,94882.0,14,No
41,Aurors Specialism,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,80898,82323.4,21,No
43,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,28623,43495.4,19,No
21,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,43496,50669.8,20,No
26,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,20.0,<=50 Galleons,90186,96125.8,14,No
23,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,30.0,<=50 Galleons,48609,55554.200000000004,20,No
52,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,56456,68259.8,38,Yes
32,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,178,20338.4,13,No
38,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,60.0,<=50 Galleons,91136,94933.8,18,Yes
35,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,67331,73196.8,38,Yes
55,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Non-binary,,<=50 Galleons,77744,92129.20000000001,15,No
28,Aurors Specialism,Never-married,Other,Half-blood,Male,,<=50 Galleons,11974,32339.2,28,Yes
40,Aurors Specialism,Divorced,Wandmaker,Half-blood,Male,20.0,<=50 Galleons,77520,84740.0,24,Yes
47,Aurors Specialism,Divorced,Ministry of Magic Official,Half-blood,Female,,<=50 Galleons,60633,74449.4,21,Yes
44,Specialism in a magical field,Married,Gringotts Bank,Pureblood,Male,,>50 Galleons,47865,57083.0,36,Yes
43,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,20.0,<=50 Galleons,54392,66360.6,24,Yes
29,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,86930,86473.0,20,No
23,Specialism in a magical field,Never-married,Potioneer,Half-blood,Female,25.0,<=50 Galleons,18997,38922.6,16,No
35,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,19201,42629.8,19,No
32,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,85843,87552.40000000001,24,Yes
41,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,,<=50 Galleons,63116,66956.8,15,Yes
60,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,12.0,<=50 Galleons,9818,35553.4,27,No
51,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,70.0,>50 Galleons,35213,48421.4,42,No
26,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,23958,43289.4,21,No
59,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,50.0,<=50 Galleons,26416,48967.8,27,No
23,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,8109,28290.2,15,No
22,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,49014,67625.20000000001,13,No
33,Aurors Specialism,Never-married,Potioneer,Half-blood,Male,60.0,<=50 Galleons,55652,65684.6,18,Yes
28,Specialism in a magical field,Widowed,Potioneer,Half-blood,Male,50.0,<=50 Galleons,3695,22089.0,16,No
40,Aurors Specialism,Married,Dark Forces Defense Consultant,Muggle born,Male,,<=50 Galleons,56580,62427.0,22,No
26,Dropout,Never-married,Ministry of Magic Official,Pureblood,Male,40.0,<=50 Galleons,33264,47947.2,24,Yes
20,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,9554,27829.2,26,No
19,Specialism in a magical field,Never-married,Goblin Liaison Officer,Pureblood,Female,,<=50 Galleons,14821,29988.800000000003,22,Yes
36,Aurors Specialism,Married,Potion Ingredients Supplier,Half-blood,Male,,>50 Galleons,86772,97891.6,37,Yes
22,Dropout,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,42047,61026.6,26,No
50,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,29657,50830.600000000006,20,No
29,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,34.0,<=50 Galleons,12410,33882.0,20,No
43,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,50454,69387.20000000001,17,No
45,Specialism in a magical field,Married,Other,Half-blood,Non-binary,40.0,>50 Galleons,81658,80575.4,37,Yes
37,Aurors Specialism,Married,Auror,Half-blood,Male,38.0,<=50 Galleons,34476,50349.8,17,Yes
21,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,45471,58213.8,25,No
40,Charms Scholar,Married,Wandmaker,Muggle born,Female,40.0,<=50 Galleons,70639,77523.20000000001,26,No
49,Aurors Specialism,Married,Gringotts Bank,Half-blood,Female,43.0,<=50 Galleons,8446,29222.8,14,No
24,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Pureblood,Female,,<=50 Galleons,76642,88315.6,13,Yes
61,Dropout,Married,Ministry of Magic Official,Half-blood,Male,54.0,<=50 Galleons,30820,43097.0,15,No
44,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,18230,33873.0,13,No
29,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,52.0,<=50 Galleons,34550,43928.0,21,No
35,Hogwarts Graduate,Divorced,Hogwarts Professor,Veiled Heritage,Male,15.0,<=50 Galleons,-1716,18073.2,23,No
20,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Female,,<=50 Galleons,4707,25266.6,19,Yes
22,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,28550,49055.0,22,Yes
54,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,78039,81271.20000000001,33,Yes
30,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,60863,76080.4,40,Yes
42,Specialism in a magical field,Separated,Other,Pureblood,Female,50.0,<=50 Galleons,-2115,24794.0,23,Yes
49,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,50.0,>50 Galleons,44766,64116.8,36,Yes
30,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Male,30.0,<=50 Galleons,60719,71215.20000000001,18,Yes
34,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,72749,79140.20000000001,18,No
32,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,511,22835.8,14,No
24,Specialism in a magical field,Never-married,Other,Half-blood,Female,,<=50 Galleons,27190,45652.0,20,No
22,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,93581,97266.8,19,No
47,Specialism in a magical field,Never-married,Magical Transportation,Pureblood,Male,40.0,>50 Galleons,65547,68318.6,45,Yes
39,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,12954,40334.2,18,No
49,Dropout,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,56252,60363.600000000006,18,No
32,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,42790,58510.0,26,Yes
39,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,40.0,<=50 Galleons,11516,35977.8,27,No
48,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,25838,48966.4,26,Yes
22,Specialism in a magical field,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,19139,39506.2,20,No
20,Specialism in a magical field,Never-married,Other,Half-blood,Female,28.0,<=50 Galleons,40923,58870.4,24,No
51,Hogwarts Graduate,Married,Other,Half-blood,Male,,<=50 Galleons,3263,22142.4,17,No
36,Specialism in a magical field,Never-married,Magical Librarian,Pureblood,Female,40.0,<=50 Galleons,43613,60968.4,21,Yes
37,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,35.0,>50 Galleons,31437,52798.600000000006,39,No
32,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,50.0,<=50 Galleons,46137,53759.6,16,Yes
62,Dropout,Married,Auror,Half-blood,Male,40.0,>50 Galleons,54071,65135.8,30,No
34,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,57329,62131.200000000004,38,Yes
41,Dropout,Married,Other,Half-blood,Male,35.0,<=50 Galleons,45652,62462.6,18,No
26,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,1495,23441.0,25,No
32,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,55.0,<=50 Galleons,27602,42148.600000000006,25,Yes
20,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,16867,43201.6,15,No
20,Specialism in a magical field,Never-married,Other,Half-blood,Female,,<=50 Galleons,27285,49933.0,24,No
46,Aurors Specialism,Married,Potioneer,Pureblood,Male,40.0,<=50 Galleons,48744,60579.200000000004,20,Yes
43,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,35.0,<=50 Galleons,90315,101553.0,16,Yes
34,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,1383,27019.4,28,Yes
55,Dropout,Never-married,Potion Ingredients Supplier,Half-blood,Female,60.0,<=50 Galleons,47832,67856.6,16,No
33,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,7983,22574.4,15,No
62,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Female,42.0,<=50 Galleons,11322,35568.6,19,No
31,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,7375,26448.0,15,Yes
34,Hogwarts Graduate,Never-married,Auror,Half-blood,Male,70.0,<=50 Galleons,43353,62804.4,18,No
17,Dropout,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,52358,57143.4,27,No
27,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Pureblood,Male,40.0,<=50 Galleons,8337,33031.6,25,Yes
23,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,32.0,<=50 Galleons,63671,67077.8,26,Yes
29,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,11365,35344.0,18,No
37,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,18747,37494.6,19,No
31,Specialism in a magical field,Never-married,Wandmaker,Veiled Heritage,Male,40.0,<=50 Galleons,57078,71005.4,14,No
37,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,55544,62565.200000000004,36,No
52,Specialism in a magical field,Married,Other,Half-blood,Male,,>50 Galleons,49840,58066.0,43,Yes
38,Aurors Specialism,Married,Auror,Muggle born,Male,40.0,<=50 Galleons,53121,69857.8,24,No
42,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,50.0,<=50 Galleons,62760,71248.0,22,Yes
33,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,50.0,<=50 Galleons,92730,92752.0,28,Yes
27,Hogwarts Graduate,Married,Other,Half-blood,Male,,<=50 Galleons,8133,33052.4,26,No
20,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,32.0,<=50 Galleons,58996,71074.8,23,No
42,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,>50 Galleons,77425,87727.0,39,Yes
25,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,48.0,<=50 Galleons,42372,49818.6,15,No
30,Dropout,Married,Other,Half-blood,Male,37.0,<=50 Galleons,86447,85010.6,25,No
36,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,14587,41413.6,26,No
24,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,20.0,<=50 Galleons,71407,77658.6,19,No
33,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,64129,69297.20000000001,44,Yes
34,Specialism in a magical field,Married,Other,Half-blood,Non-binary,80.0,<=50 Galleons,57257,67838.6,18,No
23,Hogwarts Graduate,Separated,Ministry of Magic Official,Half-blood,Female,,<=50 Galleons,8434,23776.2,27,No
70,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Male,6.0,<=50 Galleons,15469,31828.2,15,No
24,Aurors Specialism,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,38460,58002.0,27,Yes
28,Specialism in a magical field,Separated,Magical Shop Owner,Half-blood,Female,50.0,<=50 Galleons,10783,28954.4,15,No
40,Specialism in a magical field,Married,Magical Librarian,Half-blood,Female,20.0,<=50 Galleons,31300,45586.0,16,No
60,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,88586,94639.8,45,Yes
23,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,28964,49025.2,28,No
39,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,48.0,>50 Galleons,66283,78000.4,37,No
76,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,88243,94352.40000000001,35,No
54,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,58946,73010.8,26,Yes
40,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,40.0,>50 Galleons,41863,56325.4,34,No
21,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,81052,89086.6,16,No
53,Aurors Specialism,Married,Potioneer,Muggle born,Male,40.0,>50 Galleons,61255,77022.0,44,No
33,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Female,15.0,>50 Galleons,72218,86886.4,38,No
29,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,60319,73372.20000000001,38,No
44,Aurors Specialism,Married,Wandmaker,Half-blood,Male,,<=50 Galleons,43167,59536.6,18,Yes
45,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,,>50 Galleons,60656,70353.8,33,No
22,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Male,20.0,<=50 Galleons,10536,25161.800000000003,16,Yes
18,Hogwarts Graduate,Never-married,Gringotts Bank,Pureblood,Male,20.0,<=50 Galleons,42619,58158.200000000004,24,Yes
36,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,64313,71715.4,20,No
20,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,,<=50 Galleons,57108,63740.4,23,No
31,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,95851,99592.8,35,No
41,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,50.0,<=50 Galleons,-6045,13390.0,26,Yes
46,Hogwarts Graduate,Married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,66724,70749.20000000001,27,No
40,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,72703,75717.4,27,No
41,Hogwarts Graduate,Separated,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,9163,37248.4,19,No
46,Aurors Specialism,Separated,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,29518,45192.4,27,No
26,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,30912,43089.600000000006,18,No
51,Aurors Specialism,Married,Wandmaker,Half-blood,Female,50.0,>50 Galleons,42148,58111.4,38,Yes
26,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,67758,73403.4,26,Yes
46,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Female,24.0,<=50 Galleons,23944,43865.2,14,No
30,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Non-binary,40.0,<=50 Galleons,73252,77799.6,13,No
34,Aurors Specialism,Married,Auror,Half-blood,Male,60.0,>50 Galleons,83228,89902.40000000001,44,Yes
52,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,30.0,<=50 Galleons,10852,35234.6,25,Yes
72,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,12.0,<=50 Galleons,64770,69003.0,14,No
52,Dropout,Married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,65625,69784.0,16,No
24,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,40628,58636.4,22,No
43,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,65.0,<=50 Galleons,44537,53123.6,15,No
30,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,15.0,<=50 Galleons,66589,74545.20000000001,27,Yes
20,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,69055,78199.0,21,Yes
61,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,56011,63040.8,20,No
20,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,,<=50 Galleons,71027,80272.6,23,No
30,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,50.0,<=50 Galleons,38115,46042.0,14,Yes
