,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
2800,34,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,95585,105923.0,36,1,1,0.12790716972536265
2801,47,Aurors Specialism,Married,Ministry of Magic Official,Half-blood,Male,40.0,>50 Galleons,85106,87037.8,34,1,1,0.12619706651357893
2802,54,Dropout,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,11256,25270.800000000003,25,0,0,0.11850160206055224
2803,20,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,49497,55468.600000000006,25,1,0,0.11850160206055224
2804,70,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,46219,66142.20000000001,37,1,1,0.1287622213312545
2805,44,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,48.0,<=50 Galleons,33419,55565.2,17,1,0,0.11166118921341739
2806,34,Hogwarts Graduate,Divorced,Magical Transportation,Pureblood,Female,40.0,<=50 Galleons,15198,37090.4,19,1,0,0.11337129242520111
2807,47,Specialism in a magical field,Married,Potioneer,Half-blood,Male,60.0,>50 Galleons,50555,62740.0,34,1,1,0.12619706651357893
2808,34,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,9742,26435.6,17,1,0,0.11166118921341739
2809,27,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,92190,90759.0,14,0,0,0.10909603439574182
2810,46,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,56093,70464.4,33,1,1,0.12534201490768707
2811,30,Specialism in a magical field,Separated,Magical Transportation,Pureblood,Male,40.0,<=50 Galleons,32828,47146.4,17,1,0,0.11166118921341739
2812,50,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Non-binary,40.0,<=50 Galleons,77303,90288.4,28,0,0,0.12106675687822781
2813,32,Aurors Specialism,Never-married,Hogwarts Professor,Half-blood,Female,50.0,<=50 Galleons,14242,33570.6,13,0,0,0.10824098278984998
2814,46,Charms Scholar,Married,Other,Half-blood,Male,35.0,>50 Galleons,69822,75154.6,35,0,1,0.12705211811947079
2815,38,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Female,35.0,>50 Galleons,71999,72649.20000000001,36,0,1,0.12790716972536265
2816,58,Aurors Specialism,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,38136,49160.8,43,1,1,0.13389253096660564
2817,25,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,89486,88275.8,25,0,0,0.11850160206055224
2818,38,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,37162,53454.600000000006,42,1,1,0.13303747936071378
2819,55,Dropout,Married,Hogwarts Professor,Half-blood,Male,41.0,<=50 Galleons,75484,83400.20000000001,24,0,0,0.11764655045466038
2820,27,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,45.0,<=50 Galleons,22292,36112.600000000006,19,1,0,0.11337129242520111
2821,56,Specialism in a magical field,Married,Other,Half-blood,Male,50.0,<=50 Galleons,48608,66617.4,17,0,0,0.11166118921341739
2822,61,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Non-binary,40.0,>50 Galleons,40211,60636.8,43,1,1,0.13389253096660564
2823,35,Specialism in a magical field,Separated,Magical Transportation,Pureblood,Male,40.0,<=50 Galleons,27155,48699.0,25,1,0,0.11850160206055224
2824,43,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,76215,82310.0,17,0,0,0.11166118921341739
2825,20,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Male,25.0,<=50 Galleons,44765,60720.0,20,0,0,0.11422634403109296
2826,48,Aurors Specialism,Married,Auror,Half-blood,Male,48.0,>50 Galleons,54298,62851.4,39,1,1,0.1304723245430382
2827,19,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,53.0,<=50 Galleons,31009,45793.2,26,0,0,0.11935665366644409
2828,46,Dropout,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,35696,55063.8,25,0,0,0.11850160206055224
2829,42,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,62643,73752.4,24,1,0,0.11764655045466038
2830,47,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,79686,91699.8,44,1,1,0.1347475825724975
2831,32,Specialism in a magical field,Married,Potioneer,Half-blood,Male,47.0,<=50 Galleons,27758,41274.4,13,0,0,0.10824098278984998
2832,35,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,32612,48272.600000000006,24,0,0,0.11764655045466038
2833,26,Hogwarts Graduate,Never-married,Hogwarts Professor,Muggle born,Male,40.0,<=50 Galleons,34222,50205.600000000006,23,0,0,0.11679149884876852
2834,39,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,80.0,<=50 Galleons,12408,26614.4,25,0,0,0.11850160206055224
2835,72,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,30.0,<=50 Galleons,28553,39673.4,18,1,0,0.11251624081930925
2836,36,Aurors Specialism,Married,Magical Transportation,Half-blood,Female,40.0,>50 Galleons,50825,58238.0,45,0,1,0.13560263417838933
2837,24,Specialism in a magical field,Married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,49517,56006.600000000006,26,0,0,0.11935665366644409
2838,45,Specialism in a magical field,Separated,Wandmaker,Half-blood,Female,56.0,<=50 Galleons,17747,38343.6,26,0,0,0.11935665366644409
2839,34,Aurors Specialism,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,45982,56038.6,44,1,1,0.1347475825724975
2840,22,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,80.0,<=50 Galleons,38890,55522.0,17,0,0,0.11166118921341739
2841,36,Specialism in a magical field,Married,Goblin Liaison Officer,Pureblood,Male,48.0,<=50 Galleons,6927,27330.6,17,1,0,0.11166118921341739
2842,26,Hogwarts Graduate,Never-married,Wandmaker,Pureblood,Female,40.0,<=50 Galleons,47823,66180.4,19,1,0,0.11337129242520111
2843,46,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,75705,78419.0,43,0,1,0.13389253096660564
2844,39,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,41049,48967.2,32,0,1,0.12448696330179522
2845,25,Specialism in a magical field,Never-married,Other,Muggle born,Female,40.0,<=50 Galleons,84860,96717.0,26,0,0,0.11935665366644409
2846,29,Dropout,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,79555,80375.0,27,0,0,0.12021170527233595
2847,22,Dropout,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,62262,74500.6,27,0,0,0.12021170527233595
2848,58,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,27561,48767.8,14,0,0,0.10909603439574182
2849,38,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,-2008,14444.6,20,1,0,0.11422634403109296
2850,40,Dropout,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,64368,76279.4,32,0,1,0.12448696330179522
2851,19,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,20.0,<=50 Galleons,1976,21223.8,19,0,0,0.11337129242520111
2852,61,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,18.0,>50 Galleons,45975,66292.0,32,1,1,0.12448696330179522
2853,45,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,60.0,>50 Galleons,70014,80200.20000000001,32,1,1,0.12448696330179522
2854,47,Hogwarts Graduate,Divorced,Magical Librarian,Half-blood,Female,40.0,<=50 Galleons,15015,40408.0,14,0,0,0.10909603439574182
2855,35,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,24369,48579.2,13,0,0,0.10824098278984998
2856,47,Specialism in a magical field,Married,Other,Half-blood,Male,50.0,>50 Galleons,59078,72811.4,30,1,1,0.12277686009001151
2857,28,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,50.0,>50 Galleons,80873,81004.4,38,1,1,0.12961727293714637
2858,32,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,45.0,<=50 Galleons,3579,26672.2,26,0,0,0.11935665366644409
2859,57,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,87468,93007.4,38,1,1,0.12961727293714637
2860,31,Charms Scholar,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,57514,71408.20000000001,31,0,1,0.12363191169590337
2861,34,Hogwarts Graduate,Married,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,23295,46831.0,21,1,0,0.11508139563698482
2862,48,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,46869,52942.2,23,0,0,0.11679149884876852
2863,24,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Female,48.0,>50 Galleons,73096,84764.8,45,0,1,0.13560263417838933
2864,25,Aurors Specialism,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,66108,78539.4,13,1,0,0.10824098278984998
2865,42,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,58612,63111.600000000006,34,0,1,0.12619706651357893
2866,30,Dropout,Separated,Potioneer,Pureblood,Male,40.0,<=50 Galleons,89648,89427.40000000001,22,1,0,0.11593644724287668
2867,44,Charms Scholar,Divorced,Other,Half-blood,Female,99.0,<=50 Galleons,91375,89657.0,27,0,0,0.12021170527233595
2868,49,Dropout,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,43540,50520.0,23,0,0,0.11679149884876852
2869,37,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,45.0,<=50 Galleons,64111,73415.8,27,1,0,0.12021170527233595
2870,25,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,>50 Galleons,83006,90608.8,43,0,1,0.13389253096660564
2871,35,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,17219,41205.2,23,1,0,0.11679149884876852
2872,31,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,13643,36604.4,27,1,0,0.12021170527233595
2873,55,Aurors Specialism,Married,Auror,Half-blood,Male,48.0,>50 Galleons,38478,54782.4,32,1,1,0.12448696330179522
2874,57,Hogwarts Graduate,Separated,Other,Half-blood,Female,40.0,<=50 Galleons,5386,27617.8,27,0,0,0.12021170527233595
2875,35,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,60.0,>50 Galleons,83066,91275.8,45,1,1,0.13560263417838933
2876,30,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Non-binary,35.0,<=50 Galleons,74431,77060.8,19,0,0,0.11337129242520111
2877,54,Hogwarts Graduate,Separated,Hogwarts Professor,Half-blood,Female,45.0,<=50 Galleons,49563,58052.4,13,0,0,0.10824098278984998
2878,35,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,62326,68251.8,24,0,0,0.11764655045466038
2879,56,Hogwarts Graduate,Married,Magical Librarian,Pureblood,Male,40.0,<=50 Galleons,39607,57437.600000000006,16,1,0,0.11080613760752554
2880,45,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,45.0,>50 Galleons,47533,62210.4,36,0,1,0.12790716972536265
2881,17,Dropout,Never-married,Goblin Liaison Officer,Half-blood,Female,20.0,<=50 Galleons,58112,64778.600000000006,24,0,0,0.11764655045466038
2882,41,Hogwarts Graduate,Married,Potioneer,Half-blood,Non-binary,40.0,>50 Galleons,63918,80373.4,32,0,1,0.12448696330179522
2883,47,Specialism in a magical field,Married,Magical Intelligence Agent,Half-blood,Male,44.0,<=50 Galleons,52574,58567.2,22,1,0,0.11593644724287668
2884,56,Aurors Specialism,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,32036,51239.8,18,0,0,0.11251624081930925
2885,55,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Male,15.0,<=50 Galleons,68559,80557.20000000001,25,1,0,0.11850160206055224
2886,64,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,53316,68846.8,18,0,0,0.11251624081930925
2887,59,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,95655,99508.0,45,1,1,0.13560263417838933
2888,22,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,40.0,<=50 Galleons,24486,43182.8,28,0,0,0.12106675687822781
2889,22,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,30.0,<=50 Galleons,80798,93965.4,14,0,0,0.10909603439574182
2890,51,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,50.0,>50 Galleons,58411,64099.8,44,1,1,0.1347475825724975
2891,47,Aurors Specialism,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,39359,54834.2,42,1,1,0.13303747936071378
2892,70,Dropout,Widowed,Magical Intelligence Agent,Half-blood,Female,15.0,<=50 Galleons,55504,69517.20000000001,14,0,0,0.10909603439574182
2893,44,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,60.0,<=50 Galleons,64699,73388.20000000001,22,0,0,0.11593644724287668
2894,49,Dropout,Never-married,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,75756,79620.8,19,1,0,0.11337129242520111
2895,33,Hogwarts Graduate,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,72765,73615.0,19,0,0,0.11337129242520111
2896,23,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,15.0,<=50 Galleons,82727,91120.6,18,0,0,0.11251624081930925
2897,78,Dropout,Married,Dark Forces Defense Consultant,Half-blood,Male,20.0,<=50 Galleons,66527,75303.6,23,0,0,0.11679149884876852
2898,39,Specialism in a magical field,Divorced,Ministry of Magic Official,Pureblood,Female,40.0,<=50 Galleons,76389,87802.20000000001,15,1,0,0.10995108600163368
2899,44,Specialism in a magical field,Married,Potioneer,Half-blood,Male,56.0,<=50 Galleons,57256,70581.8,14,1,0,0.10909603439574182
2900,23,Specialism in a magical field,Never-married,Hogwarts Professor,Muggle born,Male,25.0,<=50 Galleons,88460,87543.0,24,0,0,0.11764655045466038
2901,31,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,42476,60260.8,14,0,0,0.10909603439574182
2902,54,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,38958,54179.4,17,0,0,0.11166118921341739
2903,37,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,32025,40958.0,21,0,0,0.11508139563698482
2904,41,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,>50 Galleons,86008,87301.40000000001,42,1,1,0.13303747936071378
2905,47,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,57235,70378.0,37,1,1,0.1287622213312545
2906,25,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,75937,86674.6,14,1,0,0.10909603439574182
2907,27,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,48190,64654.0,15,0,0,0.10995108600163368
2908,49,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,46.0,<=50 Galleons,81630,89673.0,26,1,0,0.11935665366644409
2909,33,Specialism in a magical field,Divorced,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,16304,36747.2,17,0,0,0.11166118921341739
2910,17,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,35.0,<=50 Galleons,45639,51660.2,14,0,0,0.10909603439574182
2911,21,Specialism in a magical field,Never-married,Hogwarts Professor,Veiled Heritage,Male,40.0,<=50 Galleons,49473,56182.4,22,0,0,0.11593644724287668
2912,42,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,50636,56835.8,18,1,0,0.11251624081930925
2913,36,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,65029,72182.20000000001,26,0,0,0.11935665366644409
2914,58,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,70323,76632.4,33,0,1,0.12534201490768707
2915,63,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,79946,83419.8,43,0,1,0.13389253096660564
2916,26,Specialism in a magical field,Never-married,Hogwarts Professor,Muggle born,Male,16.0,<=50 Galleons,74549,87252.20000000001,23,0,0,0.11679149884876852
2917,36,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,30375,46355.0,36,1,1,0.12790716972536265
2918,32,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,>50 Galleons,70596,78091.8,33,1,1,0.12534201490768707
2919,43,Hogwarts Graduate,Married,Ministry of Magic Official,Pureblood,Non-binary,40.0,<=50 Galleons,59536,72747.8,24,1,0,0.11764655045466038
2920,40,Hogwarts Graduate,Divorced,Other,Half-blood,Male,45.0,<=50 Galleons,51544,63994.2,22,0,0,0.11593644724287668
2921,27,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,36843,57117.4,27,1,0,0.12021170527233595
2922,25,Aurors Specialism,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,27090,43091.0,21,1,0,0.11508139563698482
2923,24,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,4873,28986.4,16,0,0,0.11080613760752554
2924,31,Dropout,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,53842,67449.6,18,0,0,0.11251624081930925
2925,36,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,48451,59991.8,42,1,1,0.13303747936071378
2926,34,Aurors Specialism,Married,Auror,Half-blood,Female,50.0,>50 Galleons,56990,72371.0,41,1,1,0.13218242775482192
2927,36,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,73704,78622.20000000001,26,0,0,0.11935665366644409
2928,20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,12.0,<=50 Galleons,88570,99126.0,26,0,0,0.11935665366644409
2929,27,Aurors Specialism,Never-married,Other,Half-blood,Female,99.0,<=50 Galleons,-43,27309.6,24,1,0,0.11764655045466038
2930,34,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,54232,65184.600000000006,26,0,0,0.11935665366644409
2931,46,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,35694,57979.2,35,0,1,0.12705211811947079
2932,60,Specialism in a magical field,Married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,77539,80480.20000000001,16,1,0,0.11080613760752554
2933,39,Dropout,Married,Potioneer,Half-blood,Male,60.0,>50 Galleons,78812,92543.6,38,0,1,0.12961727293714637
2934,40,Dropout,Never-married,Potion Ingredients Supplier,Half-blood,Female,20.0,<=50 Galleons,52734,67673.20000000001,28,0,0,0.12106675687822781
2935,41,Aurors Specialism,Married,Ministry of Magic Official,Muggle born,Male,55.0,>50 Galleons,55243,61081.4,40,0,1,0.13132737614893006
2936,26,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,59665,64295.0,13,0,0,0.10824098278984998
2937,42,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,42.0,>50 Galleons,26776,43336.8,39,1,1,0.1304723245430382
2938,22,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,32084,44191.2,18,0,0,0.11251624081930925
2939,19,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,20.0,<=50 Galleons,35177,57967.600000000006,15,0,0,0.10995108600163368
2940,36,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,41.0,<=50 Galleons,35848,54619.4,28,0,0,0.12106675687822781
2941,35,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,46050,64864.0,27,1,0,0.12021170527233595
2942,34,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,72115,80788.0,18,1,0,0.11251624081930925
2943,46,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,75615,80251.0,23,1,0,0.11679149884876852
